"godina","opstina","vakcina","planirano","vakcinisano"
2021,"Ћуприја","Hep B",203,145
2021,"Ћуприја","Hep B",,3
2021,"Ћуприја","IPV rev. 2",212,158
2020,"Ћуприја","MMR 1",203,97
2020,"Ћуприја","MMR 1",,36
2021,"Ћуприја","MMR 1",203,116
2021,"Ћуприја","MMR 1",,6
2020,"Ћуприја","MMR 2",212,186
2020,"Ћуприја","MMR 2",,4
2021,"Ћуприја","MMR 2",212,177
2021,"Ћуприја","MMR 2",,25
2020,"Ћуприја","PCV 10",203,85
2021,"Ћуприја","PCV 10",203,135
2020,"Ћуприја","PCV 10 rev.",203,112
2021,"Ћуприја","PCV 10 rev.",203,135
2020,"Уб","bOPV rev. 2",212,212
2020,"Уб","bOPV rev. 3",278,278
2020,"Уб","DT rev. 2",205,91
2021,"Уб","DT rev. 2",326,324
2020,"Уб","dT rev. 3",275,275
2021,"Уб","dT rev. 3",216,185
2020,"Уб","DTаP-IPV-Hib",210,210
2021,"Уб","DTаP-IPV-Hib",184,182
2020,"Уб","DTаP-IPV-Hib rev. 1",208,179
2021,"Уб","DTаP-IPV-Hib rev. 1",191,181
2020,"Уб","Hep B",208,197
2020,"Уб","Hep B",,6
2021,"Уб","Hep B",184,184
2021,"Уб","Hep B",,9
2021,"Уб","IPV rev. 2",200,159
2020,"Уб","MMR 1",208,172
2021,"Уб","MMR 1",191,118
2021,"Уб","MMR 1",,30
2020,"Уб","MMR 2",205,201
2021,"Уб","MMR 2",201,190
2021,"Уб","MMR 2",,10
2020,"Уб","PCV 10",214,202
2021,"Уб","PCV 10",184,183
2020,"Уб","PCV 10 rev.",208,186
2021,"Уб","PCV 10 rev.",191,155
2020,"Ужице","bOPV rev. 2",661,558
2020,"Ужице","bOPV rev. 3",850,747
2020,"Ужице","DT rev. 2",661,439
2021,"Ужице","DT rev. 2",628,628
2020,"Ужице","dT rev. 3",850,786
2021,"Ужице","dT rev. 3",678,648
2020,"Ужице","DTаP-IPV-Hib",650,644
2021,"Ужице","DTаP-IPV-Hib",583,556
2020,"Ужице","DTаP-IPV-Hib rev. 1",650,639
2021,"Ужице","DTаP-IPV-Hib rev. 1",583,552
2020,"Ужице","Hep B",680,633
2021,"Ужице","Hep B",583,551
2021,"Ужице","IPV rev. 2",628,628
2020,"Ужице","MMR 1",650,558
2021,"Ужице","MMR 1",583,563
2020,"Ужице","MMR 2",661,586
2021,"Ужице","MMR 2",628,620
2020,"Ужице","PCV 10",650,647
2021,"Ужице","PCV 10",583,557
2020,"Ужице","PCV 10 rev.",650,639
2021,"Ужице","PCV 10 rev.",583,483
2020,"Црна Трава","bOPV rev. 2",3,3
2020,"Црна Трава","bOPV rev. 3",2,2
2020,"Црна Трава","DT rev. 2",3,3
2021,"Црна Трава","DT rev. 2",4,4
2020,"Црна Трава","dT rev. 3",2,2
2021,"Црна Трава","dT rev. 3",3,3
2020,"Црна Трава","DTаP-IPV-Hib",3,3
2021,"Црна Трава","DTаP-IPV-Hib",3,3
2020,"Црна Трава","DTаP-IPV-Hib rev. 1",3,3
2021,"Црна Трава","DTаP-IPV-Hib rev. 1",3,3
2020,"Црна Трава","Hep B",3,3
2021,"Црна Трава","Hep B",3,3
2021,"Црна Трава","IPV rev. 2",4,4
2020,"Црна Трава","MMR 1",3,3
2021,"Црна Трава","MMR 1",3,3
2020,"Црна Трава","MMR 2",3,3
2021,"Црна Трава","MMR 2",4,4
2020,"Црна Трава","PCV 10",3,3
2021,"Црна Трава","PCV 10",3,3
2020,"Црна Трава","PCV 10 rev.",3,3
2021,"Црна Трава","PCV 10 rev.",3,3
2020,"Чајетина","bOPV rev. 2",97,97
2020,"Чајетина","bOPV rev. 3",125,121
2020,"Чајетина","DT rev. 2",97,88
2021,"Чајетина","DT rev. 2",111,109
2020,"Чајетина","dT rev. 3",125,123
2021,"Чајетина","dT rev. 3",140,71
2020,"Чајетина","DTаP-IPV-Hib",136,136
2021,"Чајетина","DTаP-IPV-Hib",151,125
2020,"Чајетина","DTаP-IPV-Hib rev. 1",125,106
2021,"Чајетина","DTаP-IPV-Hib rev. 1",151,137
2020,"Чајетина","Hep B",132,132
2021,"Чајетина","Hep B",151,132
2021,"Чајетина","IPV rev. 2",111,75
2020,"Чајетина","MMR 1",122,103
2021,"Чајетина","MMR 1",151,113
2020,"Чајетина","MMR 2",97,97
2021,"Чајетина","MMR 2",111,109
2020,"Чајетина","PCV 10",136,136
2021,"Чајетина","PCV 10",151,125
2020,"Чајетина","PCV 10 rev.",125,106
2021,"Чајетина","PCV 10 rev.",151,121
2020,"Чачак","bOPV rev. 2",1000,940
2020,"Чачак","bOPV rev. 3",1100,959
2020,"Чачак","DT rev. 2",1000,940
2021,"Чачак","DT rev. 2",1016,980
2020,"Чачак","dT rev. 3",1100,970
2021,"Чачак","dT rev. 3",980,477
2020,"Чачак","DTаP-IPV-Hib",980,917
2021,"Чачак","DTаP-IPV-Hib",940,887
2020,"Чачак","DTаP-IPV-Hib rev. 1",980,898
2021,"Чачак","DTаP-IPV-Hib rev. 1",950,795
2020,"Чачак","Hep B",980,857
2020,"Чачак","Hep B",,14
2021,"Чачак","Hep B",940,869
2021,"Чачак","Hep B",,14
2021,"Чачак","IPV rev. 2",1016,928
2020,"Чачак","MMR 1",980,899
2020,"Чачак","MMR 1",,3
2021,"Чачак","MMR 1",950,738
2021,"Чачак","MMR 1",,3
2020,"Чачак","MMR 1+2",,1
2021,"Чачак","MMR 1+2",,1
2020,"Чачак","MMR 2",980,899
2020,"Чачак","MMR 2",,1
2021,"Чачак","MMR 2",1016,920
2021,"Чачак","MMR 2",,1
2020,"Чачак","PCV 10",980,908
2021,"Чачак","PCV 10",940,894
2020,"Чачак","PCV 10 rev.",980,832
2021,"Чачак","PCV 10 rev.",950,860
2020,"Чока","bOPV rev. 2",65,54
2020,"Чока","bOPV rev. 3",74,44
2020,"Чока","DT rev. 2",65,13
2021,"Чока","DT rev. 2",65,64
2020,"Чока","dT rev. 3",74,43
2021,"Чока","dT rev. 3",72,72
2020,"Чока","DTаP-IPV-Hib",83,83
2021,"Чока","DTаP-IPV-Hib",69,61
2020,"Чока","DTаP-IPV-Hib rev. 1",62,62
2021,"Чока","DTаP-IPV-Hib rev. 1",74,74
2020,"Чока","Hep B",83,77
2021,"Чока","Hep B",69,68
2021,"Чока","IPV rev. 2",65,52
2020,"Чока","MMR 1",65,65
2021,"Чока","MMR 1",74,71
2020,"Чока","MMR 2",65,59
2021,"Чока","MMR 2",65,65
2021,"Чока","MMR 2",,1
2020,"Чока","PCV 10",83,79
2021,"Чока","PCV 10",69,61
2020,"Чока","PCV 10 rev.",62,60
2021,"Чока","PCV 10 rev.",74,70
2020,"Чукарица","bOPV rev. 2",2100,1550
2020,"Чукарица","bOPV rev. 3",1911,1501
2020,"Чукарица","DT rev. 2",2100,1481
2021,"Чукарица","DT rev. 2",2062,1662
2020,"Чукарица","dT rev. 3",1911,1500
2021,"Чукарица","dT rev. 3",1774,1069
2020,"Чукарица","DTаP-IPV-Hib",1924,1704
2021,"Чукарица","DTаP-IPV-Hib",1732,1554
2020,"Чукарица","DTаP-IPV-Hib rev. 1",1874,1522
2021,"Чукарица","DTаP-IPV-Hib rev. 1",1800,1492
2020,"Чукарица","Hep B",2050,1692
2021,"Чукарица","Hep B",1901,1590
2021,"Чукарица","Hep B",,27
2021,"Чукарица","IPV rev. 2",2062,1607
2020,"Чукарица","MMR 1",2200,1335
2020,"Чукарица","MMR 1",,6
2021,"Чукарица","MMR 1",2071,1331
2021,"Чукарица","MMR 1",,38
2020,"Чукарица","MMR 1+2",,38
2021,"Чукарица","MMR 1+2",,5
2020,"Чукарица","MMR 2",2129,1448
2020,"Чукарица","MMR 2",,19
2021,"Чукарица","MMR 2",1967,1533
2021,"Чукарица","MMR 2",,60
2020,"Чукарица","PCV 10",1924,1730
2021,"Чукарица","PCV 10",1719,1561
2020,"Чукарица","PCV 10 rev.",1700,1320
2021,"Чукарица","PCV 10 rev.",1800,1428
2020,"Шабац","bOPV rev. 2",1025,662
2020,"Шабац","bOPV rev. 3",1100,1031
2020,"Шабац","DT rev. 2",1029,527
2021,"Шабац","DT rev. 2",1008,885
2020,"Шабац","dT rev. 3",1100,1038
2021,"Шабац","dT rev. 3",1238,961
2020,"Шабац","DTаP-IPV-Hib",1015,941
2021,"Шабац","DTаP-IPV-Hib",1015,878
2020,"Шабац","DTаP-IPV-Hib rev. 1",1015,892
2021,"Шабац","DTаP-IPV-Hib rev. 1",1015,861
2020,"Шабац","Hep B",1015,904
2021,"Шабац","Hep B",1015,834
2021,"Шабац","IPV rev. 2",1008,839
2020,"Шабац","MMR 1",1015,848
2020,"Шабац","MMR 1",,12
2021,"Шабац","MMR 1",1015,682
2021,"Шабац","MMR 1",,177
2020,"Шабац","MMR 1+2",,5
2020,"Шабац","MMR 2",1029,646
2020,"Шабац","MMR 2",,9
2021,"Шабац","MMR 2",1008,974
2021,"Шабац","MMR 2",,79
2020,"Шабац","PCV 10",1015,929
2021,"Шабац","PCV 10",1015,876
2020,"Шабац","PCV 10 rev.",1015,875
2021,"Шабац","PCV 10 rev.",1015,855
2020,"Шид","bOPV rev. 2",250,250
2020,"Шид","bOPV rev. 3",247,247
2020,"Шид","DT rev. 2",250,250
2021,"Шид","DT rev. 2",64,63
2020,"Шид","dT rev. 3",247,247
2021,"Шид","dT rev. 3",80,76
2020,"Шид","DTаP-IPV-Hib",230,230
2021,"Шид","DTаP-IPV-Hib",49,46
2020,"Шид","DTаP-IPV-Hib rev. 1",236,236
2021,"Шид","DTаP-IPV-Hib rev. 1",49,40
2020,"Шид","Hep B",230,207
2021,"Шид","Hep B",49,45
2021,"Шид","IPV rev. 2",64,63
2020,"Шид","MMR 1",236,197
2021,"Шид","MMR 1",49,32
2021,"Шид","MMR 1",,1
2020,"Шид","MMR 2",250,250
2021,"Шид","MMR 2",64,63
2020,"Шид","PCV 10",230,230
2021,"Шид","PCV 10",49,40
2020,"Шид","PCV 10 rev.",50,49
2021,"Шид","PCV 10 rev.",49,40
2020,"Штрпце","bOPV rev. 2",86,75
2020,"Штрпце","bOPV rev. 3",110,89
2020,"Штрпце","DT rev. 2",86,74
2021,"Штрпце","DT rev. 2",72,68
2020,"Штрпце","dT rev. 3",110,84
2021,"Штрпце","dT rev. 3",96,31
2020,"Штрпце","DTаP-IPV-Hib",82,72
2021,"Штрпце","DTаP-IPV-Hib",84,69
2020,"Штрпце","DTаP-IPV-Hib rev. 1",91,76
2021,"Штрпце","DTаP-IPV-Hib rev. 1",84,67
2020,"Штрпце","Hep B",98,75
2021,"Штрпце","Hep B",84,70
2021,"Штрпце","IPV rev. 2",72,70
2020,"Штрпце","MMR 1",91,71
2021,"Штрпце","MMR 1",84,56
2020,"Штрпце","MMR 2",86,83
2021,"Штрпце","MMR 2",72,70
2020,"Штрпце","PCV 10",82,72
2021,"Штрпце","PCV 10",84,69
2021,"Штрпце","PCV 10 rev.",84,71
