"godina","opstina","vakcina","planirano","vakcinisano"
2020,"Нови Пазар","MMR 2",1528,1182
2020,"Нови Пазар","MMR 2",,49
2021,"Нови Пазар","MMR 2",1483,1267
2021,"Нови Пазар","MMR 2",,71
2020,"Нови Пазар","PCV 10",1654,1013
2021,"Нови Пазар","PCV 10",1593,1082
2020,"Нови Пазар","PCV 10 rev.",1559,492
2021,"Нови Пазар","PCV 10 rev.",1654,389
2020,"Нови Сад","bOPV rev. 2",3903,2888
2020,"Нови Сад","bOPV rev. 3",4197,3887
2020,"Нови Сад","DT rev. 2",3903,2608
2021,"Нови Сад","DT rev. 2",3906,3479
2020,"Нови Сад","dT rev. 3",3554,3069
2021,"Нови Сад","dT rev. 3",3467,2644
2020,"Нови Сад","DTаP-IPV-Hib",3909,3711
2021,"Нови Сад","DTаP-IPV-Hib",4165,3669
2020,"Нови Сад","DTаP-IPV-Hib rev. 1",4139,3301
2021,"Нови Сад","DTаP-IPV-Hib rev. 1",4184,3032
2020,"Нови Сад","Hep B",3909,3571
2020,"Нови Сад","Hep B",,89
2021,"Нови Сад","Hep B",3750,3369
2021,"Нови Сад","Hep B",,205
2021,"Нови Сад","IPV rev. 2",3906,3169
2020,"Нови Сад","MMR 1",4034,2442
2020,"Нови Сад","MMR 1",,236
2021,"Нови Сад","MMR 1",4165,1015
2021,"Нови Сад","MMR 1",,1764
2021,"Нови Сад","MMR 1+2",,18
2020,"Нови Сад","MMR 2",3903,2841
2020,"Нови Сад","MMR 2",,120
2021,"Нови Сад","MMR 2",3906,2676
2021,"Нови Сад","MMR 2",,676
2020,"Нови Сад","PCV 10",3909,3532
2021,"Нови Сад","PCV 10",4165,3525
2020,"Нови Сад","PCV 10 rev.",4139,3301
2021,"Нови Сад","PCV 10 rev.",4183,2971
2020,"Обреновац","bOPV rev. 2",750,518
2020,"Обреновац","bOPV rev. 3",1020,720
2020,"Обреновац","DT rev. 2",770,432
2021,"Обреновац","DT rev. 2",550,547
2020,"Обреновац","dT rev. 3",1020,700
2021,"Обреновац","dT rev. 3",650,646
2020,"Обреновац","DTаP-IPV-Hib",700,649
2021,"Обреновац","DTаP-IPV-Hib",650,610
2020,"Обреновац","DTаP-IPV-Hib rev. 1",660,650
2021,"Обреновац","DTаP-IPV-Hib rev. 1",650,581
2020,"Обреновац","Hep B",700,638
2021,"Обреновац","Hep B",610,605
2021,"Обреновац","Hep B",,10
2021,"Обреновац","IPV rev. 2",550,539
2020,"Обреновац","MMR 1",794,631
2021,"Обреновац","MMR 1",600,558
2021,"Обреновац","MMR 1",,18
2020,"Обреновац","MMR 2",805,573
2021,"Обреновац","MMR 2",550,506
2021,"Обреновац","MMR 2",,35
2020,"Обреновац","PCV 10",700,628
2021,"Обреновац","PCV 10",650,617
2020,"Обреновац","PCV 10 rev.",570,552
2021,"Обреновац","PCV 10 rev.",650,581
2020,"Опово","bOPV rev. 2",120,120
2020,"Опово","bOPV rev. 3",105,105
2020,"Опово","DT rev. 2",120,110
2021,"Опово","DT rev. 2",105,105
2020,"Опово","dT rev. 3",105,105
2021,"Опово","dT rev. 3",91,87
2020,"Опово","DTаP-IPV-Hib",95,85
2021,"Опово","DTаP-IPV-Hib",95,91
2020,"Опово","DTаP-IPV-Hib rev. 1",100,93
2021,"Опово","DTаP-IPV-Hib rev. 1",98,92
2020,"Опово","Hep B",95,92
2021,"Опово","Hep B",95,89
2021,"Опово","IPV rev. 2",105,105
2020,"Опово","MMR 1",100,85
2021,"Опово","MMR 1",100,95
2020,"Опово","MMR 2",120,115
2021,"Опово","MMR 2",105,105
2020,"Опово","PCV 10",95,85
2021,"Опово","PCV 10",95,91
2020,"Опово","PCV 10 rev.",100,93
2021,"Опово","PCV 10 rev.",100,92
2020,"Ораховац - Велика Хоча","bOPV rev. 2",10,10
2020,"Ораховац - Велика Хоча","bOPV rev. 3",12,12
2020,"Ораховац - Велика Хоча","DT rev. 2",10,10
2021,"Ораховац - Велика Хоча","DT rev. 2",16,16
2020,"Ораховац - Велика Хоча","dT rev. 3",12,12
2021,"Ораховац - Велика Хоча","dT rev. 3",14,14
2020,"Ораховац - Велика Хоча","DTаP-IPV-Hib",7,7
2021,"Ораховац - Велика Хоча","DTаP-IPV-Hib",8,8
2020,"Ораховац - Велика Хоча","DTаP-IPV-Hib rev. 1",11,11
2021,"Ораховац - Велика Хоча","DTаP-IPV-Hib rev. 1",8,8
2020,"Ораховац - Велика Хоча","Hep B",7,7
2021,"Ораховац - Велика Хоча","Hep B",8,8
2021,"Ораховац - Велика Хоча","IPV rev. 2",16,7
2020,"Ораховац - Велика Хоча","MMR 1",11,11
2021,"Ораховац - Велика Хоча","MMR 1",11,11
2020,"Ораховац - Велика Хоча","MMR 2",12,12
2021,"Ораховац - Велика Хоча","MMR 2",16,16
2020,"Ораховац - Велика Хоча","PCV 10",7,7
2021,"Ораховац - Велика Хоча","PCV 10",8,8
2021,"Ораховац - Велика Хоча","PCV 10 rev.",11,11
2020,"Осечина","bOPV rev. 2",69,69
2020,"Осечина","bOPV rev. 3",77,69
2020,"Осечина","DT rev. 2",69,69
2021,"Осечина","DT rev. 2",80,80
2020,"Осечина","dT rev. 3",77,77
2021,"Осечина","dT rev. 3",88,88
2020,"Осечина","DTаP-IPV-Hib",65,64
2021,"Осечина","DTаP-IPV-Hib",65,64
2020,"Осечина","DTаP-IPV-Hib rev. 1",87,87
2021,"Осечина","DTаP-IPV-Hib rev. 1",67,67
2020,"Осечина","Hep B",76,76
2021,"Осечина","Hep B",61,61
2021,"Осечина","IPV rev. 2",80,80
2020,"Осечина","MMR 1",76,76
2021,"Осечина","MMR 1",65,63
2020,"Осечина","MMR 2",69,68
2021,"Осечина","MMR 2",80,80
2020,"Осечина","PCV 10",76,64
2021,"Осечина","PCV 10",55,34
2020,"Осечина","PCV 10 rev.",118,118
2021,"Осечина","PCV 10 rev.",68,68
2020,"Оџаци","bOPV rev. 2",225,224
2020,"Оџаци","bOPV rev. 3",226,217
2020,"Оџаци","DT rev. 2",225,224
2021,"Оџаци","DT rev. 2",190,145
2020,"Оџаци","dT rev. 3",226,217
2021,"Оџаци","dT rev. 3",230,139
2020,"Оџаци","DTаP-IPV-Hib",225,196
2021,"Оџаци","DTаP-IPV-Hib",180,129
2020,"Оџаци","DTаP-IPV-Hib rev. 1",235,225
2021,"Оџаци","DTаP-IPV-Hib rev. 1",180,122
2020,"Оџаци","Hep B",225,207
2020,"Оџаци","Hep B",,4
2021,"Оџаци","Hep B",180,147
2021,"Оџаци","IPV rev. 2",190,146
2020,"Оџаци","MMR 1",235,219
2020,"Оџаци","MMR 1",,2
2021,"Оџаци","MMR 1",180,125
2021,"Оџаци","MMR 1",,49
2020,"Оџаци","MMR 2",225,224
2021,"Оџаци","MMR 2",190,176
2020,"Оџаци","PCV 10",225,196
2021,"Оџаци","PCV 10",180,129
2020,"Оџаци","PCV 10 rev.",178,67
2021,"Оџаци","PCV 10 rev.",180,162
2020,"Палилула","bOPV rev. 2",2300,1524
2020,"Палилула","bOPV rev. 3",2220,1129
2020,"Палилула","DT rev. 2",2300,1399
2021,"Палилула","DT rev. 2",2002,1590
2020,"Палилула","dT rev. 3",2220,1179
2021,"Палилула","dT rev. 3",1571,1195
2020,"Палилула","DTаP-IPV-Hib",2200,1795
2021,"Палилула","DTаP-IPV-Hib",1897,1743
2020,"Палилула","DTаP-IPV-Hib rev. 1",2381,1726
2021,"Палилула","DTаP-IPV-Hib rev. 1",1873,1391
2020,"Палилула","Hep B",2200,1737
2021,"Палилула","Hep B",1897,1678
2021,"Палилула","Hep B",,67
2021,"Палилула","IPV rev. 2",2002,1490
2020,"Палилула","MMR 1",2300,1618
2020,"Палилула","MMR 1",,59
2021,"Палилула","MMR 1",1873,1220
2021,"Палилула","MMR 1",,125
2020,"Палилула","MMR 1+2",,30
2020,"Палилула","MMR 2",2200,1529
2020,"Палилула","MMR 2",,30
2021,"Палилула","MMR 2",2002,1587
2021,"Палилула","MMR 2",,61
2020,"Палилула","PCV 10",2300,1652
2021,"Палилула","PCV 10",1897,1630
2020,"Палилула","PCV 10 rev.",1600,916
2021,"Палилула","PCV 10 rev.",1873,1183
2020,"Панчево","bOPV rev. 2",1084,1022
2020,"Панчево","bOPV rev. 3",1193,1099
2020,"Панчево","DT rev. 2",1084,727
2021,"Панчево","DT rev. 2",1490,1484
2020,"Панчево","dT rev. 3",1193,1106
2021,"Панчево","dT rev. 3",1054,954
2020,"Панчево","DTаP-IPV-Hib",1032,1014
2021,"Панчево","DTаP-IPV-Hib",1036,924
2020,"Панчево","DTаP-IPV-Hib rev. 1",1019,576
2021,"Панчево","DTаP-IPV-Hib rev. 1",1055,874
2020,"Панчево","Hep B",1015,475
2020,"Панчево","Hep B",,218
2021,"Панчево","Hep B",1078,934
2021,"Панчево","Hep B",,138
2021,"Панчево","IPV rev. 2",1005,960
2020,"Панчево","MMR 1",1024,839
2020,"Панчево","MMR 1",,115
2021,"Панчево","MMR 1",1068,909
2021,"Панчево","MMR 1",,11
2020,"Панчево","MMR 2",1084,946
2021,"Панчево","MMR 2",1068,1046
2021,"Панчево","MMR 2",,4
2020,"Панчево","PCV 10",1032,1000
2021,"Панчево","PCV 10",1026,919
2020,"Панчево","PCV 10 rev.",1020,565
2021,"Панчево","PCV 10 rev.",1054,868
2020,"Параћин","bOPV rev. 2",435,408
2020,"Параћин","bOPV rev. 3",460,437
2020,"Параћин","DT rev. 2",435,18
2021,"Параћин","DT rev. 2",430,414
2020,"Параћин","dT rev. 3",460,437
2021,"Параћин","dT rev. 3",450,423
2020,"Параћин","DTаP-IPV-Hib",360,346
2021,"Параћин","DTаP-IPV-Hib",350,325
2020,"Параћин","DTаP-IPV-Hib rev. 1",350,332
2021,"Параћин","DTаP-IPV-Hib rev. 1",360,332
2020,"Параћин","Hep B",360,350
2021,"Параћин","Hep B",350,335
2021,"Параћин","IPV rev. 2",430,414
2020,"Параћин","MMR 1",330,274
2020,"Параћин","MMR 1",,40
2021,"Параћин","MMR 1",360,330
2020,"Параћин","MMR 2",435,408
2021,"Параћин","MMR 2",430,295
2020,"Параћин","PCV 10",360,346
2021,"Параћин","PCV 10",350,335
2020,"Параћин","PCV 10 rev.",350,332
2021,"Параћин","PCV 10 rev.",360,332
2020,"Петровац","bOPV rev. 2",205,202
2020,"Петровац","bOPV rev. 3",270,230
2020,"Петровац","DT rev. 2",205,195
2021,"Петровац","DT rev. 2",192,186
2020,"Петровац","dT rev. 3",270,230
2021,"Петровац","dT rev. 3",252,230
2020,"Петровац","DTаP-IPV-Hib",189,177
2021,"Петровац","DTаP-IPV-Hib",189,168
2020,"Петровац","DTаP-IPV-Hib rev. 1",189,185
2021,"Петровац","DTаP-IPV-Hib rev. 1",189,184
2020,"Петровац","Hep B",189,176
2021,"Петровац","Hep B",189,159
2021,"Петровац","IPV rev. 2",192,186
2020,"Петровац","MMR 1",189,178
2021,"Петровац","MMR 1",189,177
2020,"Петровац","MMR 2",205,202
2021,"Петровац","MMR 2",192,186
2020,"Петровац","PCV 10",189,177
2021,"Петровац","PCV 10",189,164
2020,"Петровац","PCV 10 rev.",189,185
2021,"Петровац","PCV 10 rev.",189,179
2020,"Пећ","bOPV rev. 2",10,9
2020,"Пећ","bOPV rev. 3",5,2
2020,"Пећ","DT rev. 2",10,9
2021,"Пећ","DT rev. 2",12,8
2020,"Пећ","dT rev. 3",5,5
2021,"Пећ","dT rev. 3",10,7
2020,"Пећ","DTаP-IPV-Hib",7,6
2021,"Пећ","DTаP-IPV-Hib",7,7
2020,"Пећ","DTаP-IPV-Hib rev. 1",4,4
2021,"Пећ","DTаP-IPV-Hib rev. 1",7,7
2020,"Пећ","Hep B",8,8
2021,"Пећ","Hep B",7,7
2021,"Пећ","IPV rev. 2",12,4
2020,"Пећ","MMR 1",4,4
2021,"Пећ","MMR 1",7,7
2020,"Пећ","MMR 2",10,9
2021,"Пећ","MMR 2",12,4
2020,"Пећ","PCV 10",7,5
2021,"Пећ","PCV 10",7,7
2021,"Пећ","PCV 10 rev.",7,2
2020,"Пећинци","bOPV rev. 2",165,156
2020,"Пећинци","bOPV rev. 3",174,168
2020,"Пећинци","DT rev. 2",165,126
2021,"Пећинци","DT rev. 2",254,234
2020,"Пећинци","dT rev. 3",174,169
2021,"Пећинци","dT rev. 3",274,243
2020,"Пећинци","DTаP-IPV-Hib",178,163
2021,"Пећинци","DTаP-IPV-Hib",319,319
2020,"Пећинци","DTаP-IPV-Hib rev. 1",186,186
2021,"Пећинци","DTаP-IPV-Hib rev. 1",319,212
2020,"Пећинци","Hep B",178,163
2021,"Пећинци","Hep B",319,299
2021,"Пећинци","IPV rev. 2",254,226
2020,"Пећинци","MMR 1",186,175
2021,"Пећинци","MMR 1",319,319
2021,"Пећинци","MMR 1",,26
2020,"Пећинци","MMR 2",165,161
2021,"Пећинци","MMR 2",254,234
2020,"Пећинци","PCV 10",178,159
2021,"Пећинци","PCV 10",319,319
2020,"Пећинци","PCV 10 rev.",628,579
2021,"Пећинци","PCV 10 rev.",319,212
2020,"Пирот","bOPV rev. 2",415,328
2020,"Пирот","bOPV rev. 3",460,393
2020,"Пирот","DT rev. 2",415,191
2021,"Пирот","DT rev. 2",402,402
2020,"Пирот","dT rev. 3",460,368
2021,"Пирот","dT rev. 3",520,520
2020,"Пирот","DTаP-IPV-Hib",405,381
2021,"Пирот","DTаP-IPV-Hib",413,413
2020,"Пирот","DTаP-IPV-Hib rev. 1",410,301
2021,"Пирот","DTаP-IPV-Hib rev. 1",389,321
2020,"Пирот","Hep B",390,382
2020,"Пирот","Hep B",,2
2021,"Пирот","Hep B",385,373
2021,"Пирот","Hep B",,4
2021,"Пирот","IPV rev. 2",402,331
2020,"Пирот","MMR 1",395,234
2021,"Пирот","MMR 1",392,338
2021,"Пирот","MMR 1",,89
2020,"Пирот","MMR 2",415,329
2020,"Пирот","MMR 2",,21
2021,"Пирот","MMR 2",402,289
2021,"Пирот","MMR 2",,14
2020,"Пирот","PCV 10",405,324
2021,"Пирот","PCV 10",405,398
2020,"Пирот","PCV 10 rev.",320,264
2021,"Пирот","PCV 10 rev.",389,302
2020,"Пландиште","bOPV rev. 2",52,52
2020,"Пландиште","bOPV rev. 3",84,84
2020,"Пландиште","DT rev. 2",52,52
2021,"Пландиште","DT rev. 2",73,72
2020,"Пландиште","dT rev. 3",84,84
2021,"Пландиште","dT rev. 3",68,68
2020,"Пландиште","DTаP-IPV-Hib",66,66
2021,"Пландиште","DTаP-IPV-Hib",61,61
2020,"Пландиште","DTаP-IPV-Hib rev. 1",79,79
2021,"Пландиште","DTаP-IPV-Hib rev. 1",66,62
2020,"Пландиште","Hep B",68,68
2021,"Пландиште","Hep B",61,61
2021,"Пландиште","Hep B",,1
2021,"Пландиште","IPV rev. 2",75,75
2020,"Пландиште","MMR 1",62,62
2021,"Пландиште","MMR 1",60,58
2021,"Пландиште","MMR 1",,2
2020,"Пландиште","MMR 2",52,52
2020,"Пландиште","MMR 2",,1
2021,"Пландиште","MMR 2",73,73
2021,"Пландиште","MMR 2",,1
2020,"Пландиште","PCV 10",68,68
2021,"Пландиште","PCV 10",60,60
2020,"Пландиште","PCV 10 rev.",72,72
2021,"Пландиште","PCV 10 rev.",65,65
2020,"Пожаревац","bOPV rev. 2",657,569
2020,"Пожаревац","bOPV rev. 3",789,391
2020,"Пожаревац","DT rev. 2",657,334
2021,"Пожаревац","DT rev. 2",639,597
2020,"Пожаревац","dT rev. 3",789,393
2021,"Пожаревац","dT rev. 3",653,639
2020,"Пожаревац","DTаP-IPV-Hib",651,607
2021,"Пожаревац","DTаP-IPV-Hib",662,544
2020,"Пожаревац","DTаP-IPV-Hib rev. 1",655,569
2021,"Пожаревац","DTаP-IPV-Hib rev. 1",662,475
2020,"Пожаревац","Hep B",651,631
2020,"Пожаревац","Hep B",,32
2021,"Пожаревац","Hep B",662,536
2021,"Пожаревац","IPV rev. 2",639,597
2020,"Пожаревац","MMR 1",661,602
2021,"Пожаревац","MMR 1",662,501
2021,"Пожаревац","MMR 1",,58
2020,"Пожаревац","MMR 1+2",,8
2020,"Пожаревац","MMR 2",657,577
2020,"Пожаревац","MMR 2",,2
2021,"Пожаревац","MMR 2",639,513
2021,"Пожаревац","MMR 2",,22
2020,"Пожаревац","PCV 10",651,607
2021,"Пожаревац","PCV 10",662,541
2020,"Пожаревац","PCV 10 rev.",655,569
2021,"Пожаревац","PCV 10 rev.",662,455
2020,"Пожега","bOPV rev. 2",195,192
2020,"Пожега","bOPV rev. 3",226,226
2020,"Пожега","DT rev. 2",195,191
2021,"Пожега","DT rev. 2",226,226
2020,"Пожега","dT rev. 3",226,226
2021,"Пожега","dT rev. 3",233,224
2020,"Пожега","DTаP-IPV-Hib",200,196
2021,"Пожега","DTаP-IPV-Hib",203,193
2020,"Пожега","DTаP-IPV-Hib rev. 1",248,248
2021,"Пожега","DTаP-IPV-Hib rev. 1",199,190
2020,"Пожега","Hep B",202,202
2021,"Пожега","Hep B",203,202
2021,"Пожега","IPV rev. 2",225,225
2020,"Пожега","MMR 1",200,194
2021,"Пожега","MMR 1",211,211
2020,"Пожега","MMR 2",195,192
2021,"Пожега","MMR 2",225,225
2020,"Пожега","PCV 10",200,196
2021,"Пожега","PCV 10",203,193
2020,"Пожега","PCV 10 rev.",248,248
2021,"Пожега","PCV 10 rev.",199,190
2020,"Прешево","bOPV rev. 2",320,252
2020,"Прешево","bOPV rev. 3",370,285
2020,"Прешево","DT rev. 2",320,252
2021,"Прешево","DT rev. 2",384,384
2020,"Прешево","dT rev. 3",370,285
2021,"Прешево","dT rev. 3",370,348
2020,"Прешево","DTаP-IPV-Hib",370,328
2021,"Прешево","DTаP-IPV-Hib",380,336
2020,"Прешево","DTаP-IPV-Hib rev. 1",320,319
2021,"Прешево","DTаP-IPV-Hib rev. 1",380,337
2020,"Прешево","Hep B",421,311
2020,"Прешево","Hep B",,11
2021,"Прешево","Hep B",380,350
2021,"Прешево","IPV rev. 2",384,225
2020,"Прешево","MMR 1",370,284
2021,"Прешево","MMR 1",380,342
2020,"Прешево","MMR 1+2",,17
2020,"Прешево","MMR 2",348,348
2020,"Прешево","MMR 2",,38
2021,"Прешево","MMR 2",330,296
2020,"Прешево","PCV 10",370,321
2021,"Прешево","PCV 10",380,337
2020,"Прешево","PCV 10 rev.",402,330
2021,"Прешево","PCV 10 rev.",380,264
2020,"Прибој","bOPV rev. 2",165,148
2020,"Прибој","bOPV rev. 3",180,65
2020,"Прибој","DT rev. 2",165,148
2021,"Прибој","DT rev. 2",169,169
2020,"Прибој","dT rev. 3",180,65
2021,"Прибој","dT rev. 3",180,125
2020,"Прибој","DTаP-IPV-Hib",170,152
2021,"Прибој","DTаP-IPV-Hib",170,132
2020,"Прибој","DTаP-IPV-Hib rev. 1",170,142
2021,"Прибој","DTаP-IPV-Hib rev. 1",170,117
2020,"Прибој","Hep B",170,166
2021,"Прибој","Hep B",170,124
2021,"Прибој","Hep B",,1
2021,"Прибој","IPV rev. 2",169,169
2020,"Прибој","MMR 1",170,148
2021,"Прибој","MMR 1",170,110
2020,"Прибој","MMR 2",165,154
2021,"Прибој","MMR 2",165,159
2021,"Прибој","MMR 2",,6
2020,"Прибој","PCV 10",173,152
2021,"Прибој","PCV 10",170,132
2020,"Прибој","PCV 10 rev.",170,142
2021,"Прибој","PCV 10 rev.",170,106
2020,"Пријепоље","bOPV rev. 2",340,335
2020,"Пријепоље","bOPV rev. 3",373,373
2020,"Пријепоље","DT rev. 2",340,335
2021,"Пријепоље","DT rev. 2",340,338
2020,"Пријепоље","dT rev. 3",373,373
2021,"Пријепоље","dT rev. 3",350,347
2020,"Пријепоље","DTаP-IPV-Hib",320,302
2021,"Пријепоље","DTаP-IPV-Hib",320,315
2020,"Пријепоље","DTаP-IPV-Hib rev. 1",320,306
2021,"Пријепоље","DTаP-IPV-Hib rev. 1",320,320
2020,"Пријепоље","Hep B",320,318
2021,"Пријепоље","Hep B",320,318
2021,"Пријепоље","IPV rev. 2",340,338
2020,"Пријепоље","MMR 1",320,320
2021,"Пријепоље","MMR 1",320,318
2020,"Пријепоље","MMR 2",340,335
2021,"Пријепоље","MMR 2",340,338
2020,"Пријепоље","PCV 10",320,302
2021,"Пријепоље","PCV 10",320,318
2020,"Пријепоље","PCV 10 rev.",320,306
2021,"Пријепоље","PCV 10 rev.",320,320
2020,"Прилужје Oбилић","bOPV rev. 2",70,38
2020,"Прилужје Oбилић","bOPV rev. 3",78,43
2020,"Прилужје Oбилић","DT rev. 2",70,15
2021,"Прилужје Oбилић","DT rev. 2",73,45
2020,"Прилужје Oбилић","dT rev. 3",78,64
2021,"Прилужје Oбилић","dT rev. 3",85,72
2020,"Прилужје Oбилић","DTаP-IPV-Hib",50,47
2021,"Прилужје Oбилић","DTаP-IPV-Hib",47,40
2020,"Прилужје Oбилић","DTаP-IPV-Hib rev. 1",40,37
2021,"Прилужје Oбилић","DTаP-IPV-Hib rev. 1",47,41
2020,"Прилужје Oбилић","Hep B",51,45
2021,"Прилужје Oбилић","Hep B",47,41
2021,"Прилужје Oбилић","IPV rev. 2",73,50
2020,"Прилужје Oбилић","MMR 1",40,53
2021,"Прилужје Oбилић","MMR 1",47,41
2020,"Прилужје Oбилић","MMR 2",70,56
2021,"Прилужје Oбилић","MMR 2",73,55
2020,"Прилужје Oбилић","PCV 10",50,54
2021,"Прилужје Oбилић","PCV 10",47,38
2021,"Прилужје Oбилић","PCV 10 rev.",47,25
2020,"Прокупље","bOPV rev. 2",400,354
2020,"Прокупље","bOPV rev. 3",500,347
2020,"Прокупље","DT rev. 2",400,0
2021,"Прокупље","DT rev. 2",400,379
2020,"Прокупље","dT rev. 3",500,347
2021,"Прокупље","dT rev. 3",400,302
2020,"Прокупље","DTаP-IPV-Hib",380,308
2021,"Прокупље","DTаP-IPV-Hib",380,347
2020,"Прокупље","DTаP-IPV-Hib rev. 1",380,289
2021,"Прокупље","DTаP-IPV-Hib rev. 1",380,242
2020,"Прокупље","Hep B",380,292
2021,"Прокупље","Hep B",380,356
2021,"Прокупље","Hep B",,24
2021,"Прокупље","IPV rev. 2",400,385
2020,"Прокупље","MMR 1",380,201
2020,"Прокупље","MMR 1",,105
2021,"Прокупље","MMR 1",380,277
2021,"Прокупље","MMR 1",,132
2020,"Прокупље","MMR 2",400,352
2021,"Прокупље","MMR 2",400,379
2021,"Прокупље","MMR 2",,3
2020,"Прокупље","PCV 10",380,254
2021,"Прокупље","PCV 10",380,337
2020,"Прокупље","PCV 10 rev.",380,141
2021,"Прокупље","PCV 10 rev.",380,241
2020,"Ражањ","bOPV rev. 2",40,34
2020,"Ражањ","bOPV rev. 3",50,49
2020,"Ражањ","DT rev. 2",40,35
2021,"Ражањ","DT rev. 2",42,42
2020,"Ражањ","dT rev. 3",50,50
2021,"Ражањ","dT rev. 3",52,52
2020,"Ражањ","DTаP-IPV-Hib",40,36
2021,"Ражањ","DTаP-IPV-Hib",40,37
2020,"Ражањ","DTаP-IPV-Hib rev. 1",40,35
2021,"Ражањ","DTаP-IPV-Hib rev. 1",40,30
2020,"Ражањ","Hep B",40,25
2021,"Ражањ","Hep B",40,25
2021,"Ражањ","IPV rev. 2",42,42
2020,"Ражањ","MMR 1",40,25
2020,"Ражањ","MMR 1",,3
2021,"Ражањ","MMR 1",40,35
2021,"Ражањ","MMR 1",,7
2020,"Ражањ","MMR 2",40,34
2021,"Ражањ","MMR 2",42,42
2021,"Ражањ","MMR 2",,4
2020,"Ражањ","PCV 10",40,36
2021,"Ражањ","PCV 10",40,37
2020,"Ражањ","PCV 10 rev.",40,35
2021,"Ражањ","PCV 10 rev.",40,30
2020,"Раковица","bOPV rev. 2",1029,958
2020,"Раковица","bOPV rev. 3",1410,1406
2020,"Раковица","DT rev. 2",1029,954
2021,"Раковица","DT rev. 2",952,914
2020,"Раковица","dT rev. 3",1406,1402
2021,"Раковица","dT rev. 3",1052,473
2020,"Раковица","DTаP-IPV-Hib",1030,974
2021,"Раковица","DTаP-IPV-Hib",955,880
2020,"Раковица","DTаP-IPV-Hib rev. 1",1200,984
2021,"Раковица","DTаP-IPV-Hib rev. 1",981,719
2020,"Раковица","Hep B",1146,935
2021,"Раковица","Hep B",955,857
2021,"Раковица","Hep B",,12
2021,"Раковица","IPV rev. 2",952,915
2020,"Раковица","MMR 1",1070,861
2020,"Раковица","MMR 1",,7
2021,"Раковица","MMR 1",989,720
2021,"Раковица","MMR 1",,31
2020,"Раковица","MMR 1+2",,1
2020,"Раковица","MMR 2",1029,947
2020,"Раковица","MMR 2",,4
2021,"Раковица","MMR 2",952,921
2021,"Раковица","MMR 2",,6
2020,"Раковица","PCV 10",1230,952
2021,"Раковица","PCV 10",955,871
2020,"Раковица","PCV 10 rev.",1000,830
2021,"Раковица","PCV 10 rev.",981,685
2020,"Рача","bOPV rev. 2",70,70
2020,"Рача","bOPV rev. 3",90,84
2020,"Рача","DT rev. 2",70,69
2021,"Рача","DT rev. 2",80,68
2020,"Рача","dT rev. 3",120,118
2021,"Рача","dT rev. 3",78,75
2020,"Рача","DTаP-IPV-Hib",70,57
2021,"Рача","DTаP-IPV-Hib",70,59
2020,"Рача","DTаP-IPV-Hib rev. 1",72,57
2021,"Рача","DTаP-IPV-Hib rev. 1",65,58
2020,"Рача","Hep B",70,62
2021,"Рача","Hep B",70,58
2021,"Рача","IPV rev. 2",80,72
2020,"Рача","MMR 1",65,61
2021,"Рача","MMR 1",70,62
2020,"Рача","MMR 2",70,70
2021,"Рача","MMR 2",80,63
2020,"Рача","PCV 10",70,58
2021,"Рача","PCV 10",70,61
2020,"Рача","PCV 10 rev.",60,57
2021,"Рача","PCV 10 rev.",65,52
2020,"Рашка","bOPV rev. 2",189,187
2020,"Рашка","bOPV rev. 3",223,223
2020,"Рашка","DT rev. 2",189,187
2021,"Рашка","DT rev. 2",183,183
2020,"Рашка","dT rev. 3",222,222
2021,"Рашка","dT rev. 3",243,195
2020,"Рашка","DTаP-IPV-Hib",151,144
2021,"Рашка","DTаP-IPV-Hib",175,154
2020,"Рашка","DTаP-IPV-Hib rev. 1",190,171
2021,"Рашка","DTаP-IPV-Hib rev. 1",175,175
2020,"Рашка","Hep B",152,152
2020,"Рашка","Hep B",,1
2021,"Рашка","Hep B",175,157
2021,"Рашка","Hep B",,1
2021,"Рашка","IPV rev. 2",183,183
2020,"Рашка","MMR 1",190,153
2021,"Рашка","MMR 1",175,169
2020,"Рашка","MMR 2",189,185
2021,"Рашка","MMR 2",183,183
2020,"Рашка","PCV 10",151,143
2021,"Рашка","PCV 10",175,154
2020,"Рашка","PCV 10 rev.",190,167
2021,"Рашка","PCV 10 rev.",175,140
2020,"Рековац","bOPV rev. 2",36,34
2020,"Рековац","bOPV rev. 3",64,62
2020,"Рековац","DT rev. 2",36,21
2021,"Рековац","DT rev. 2",38,32
2020,"Рековац","dT rev. 3",64,62
2021,"Рековац","dT rev. 3",43,11
2020,"Рековац","DTаP-IPV-Hib",36,33
2021,"Рековац","DTаP-IPV-Hib",33,27
2020,"Рековац","DTаP-IPV-Hib rev. 1",30,29
2021,"Рековац","DTаP-IPV-Hib rev. 1",30,24
2020,"Рековац","Hep B",36,32
2021,"Рековац","Hep B",33,24
2021,"Рековац","IPV rev. 2",38,38
2020,"Рековац","MMR 1",30,28
2021,"Рековац","MMR 1",30,27
2021,"Рековац","MMR 1",,1
2020,"Рековац","MMR 2",36,34
2021,"Рековац","MMR 2",38,31
2020,"Рековац","PCV 10",36,31
2021,"Рековац","PCV 10",33,27
2020,"Рековац","PCV 10 rev.",30,24
2021,"Рековац","PCV 10 rev.",30,21
2020,"Рума","bOPV rev. 2",468,203
2020,"Рума","bOPV rev. 3",462,445
2020,"Рума","DT rev. 2",468,190
